,accession,name,class,seq_len,is_mongrel,have_contig,complete,shotgun,chromosome
1990,NC_051892,"Arria pallida mitochondrion, complete genome",Insecta,16240,False,False,True,False,False
1991,NC_023963,"Cercopithecus diana mitochondrion, complete genome",Mammalia,16505,False,False,True,False,False
1992,NC_038010,"Prismostictoides unihyala mitochondrion, complete genome",Insecta,15355,False,False,True,False,False
1993,NC_034022,"Alyscotermes kilimandjaricus mitochondrion, complete genome",Insecta,14935,False,False,True,False,False
1994,NC_028348,"Hepialus xiaojinensis mitochondrion, complete genome",Insecta,15397,False,False,True,False,False
1995,NC_030165,"Caryanda sp. ZH-2016 mitochondrion, complete genome",Insecta,15445,False,False,True,False,False
1996,NC_046560,"Omocestus viridulus mitochondrion, complete genome",Insecta,15635,False,False,True,False,False
1997,NC_062089,"Chrysopera combinans mitochondrion, complete genome",Insecta,15815,False,False,True,False,False
1998,OU696670,"Ancistrocerus nigricornis genome assembly, organelle: mitochondrion",Insecta,19587,False,False,False,False,False
1999,NC_061568,"Hipposideros cervinus voucher MZF1964 mitochondrion, complete genome",Mammalia,16648,False,False,True,False,False
2000,NC_008753,"Ursus thibetanus mupinensis mitochondrion, complete genome",Mammalia,16868,False,False,True,False,False
2001,NC_045075,"Aphaena amabilis mitochondrion, complete genome",Insecta,16237,False,False,True,False,False
2002,NC_053357,"Sycanus croceovittatus voucher HEM019 mitochondrion, complete genome",Insecta,15644,False,False,True,False,False
2003,NC_027698,"Apteroperla tikumana mitochondrion, complete genome",Insecta,15564,False,False,True,False,False
2004,NC_034145,"Noditermes cristifrons mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
2005,NC_038160,"Culex gelidus mitochondrion, complete genome",Insecta,15600,False,False,True,False,False
2006,NC_039710,"Ophraella communa mitochondrion, complete genome",Insecta,16553,False,False,True,False,False
2007,NC_028554,"Bradypus pygmaeus voucher USNM_579179 mitochondrion, complete genome",Mammalia,16799,False,False,True,False,False
2008,NC_042909,"Eristalinus vicarians voucher YDS5 mitochondrion, complete genome",Insecta,15966,False,False,True,False,False
2009,NC_012775,"Saimiri sciureus mitochondrion, complete genome",Mammalia,16474,False,False,True,False,False
2010,NC_033995,"Kuwayamaea chinensis mitochondrion, complete genome",Insecta,15875,False,False,True,False,False
2011,NC_054320,"Aedes rubrithorax isolate MI102 mitochondrion, complete genome",Insecta,15808,False,False,True,False,False
2012,LR990953,"Noctua fimbriata genome assembly, organelle: mitochondrion",Insecta,15376,False,False,False,False,False
2013,NC_029512,"Acraea parrhasia mitochondrion, complete genome",Insecta,15261,False,False,True,False,False
2014,NC_015112,"Heterocephalus glaber mitochondrion, complete genome",Mammalia,16386,False,False,True,False,False
2015,NC_021610,"Shirakiacris shirakii mitochondrion, complete genome",Insecta,15649,False,False,True,False,False
2016,NC_054209,"Ceriagrion fallax mitochondrion, complete genome",Insecta,15350,False,False,True,False,False
2017,NC_053790,"Stomaphis sinisalicis voucher 20180615-12 mitochondrion, complete genome",Insecta,17109,False,False,True,False,False
2018,NC_036278,"Eucinetus haemorrhoidalis voucher BMNH 842710 mitochondrion, complete genome",Insecta,17954,False,False,True,False,False
2019,NC_019591,"Orcaella heinsohni mitochondrion, complete genome",Mammalia,16389,False,False,True,False,False
2020,NC_042911,"Eristalinus aeneus voucher RMCA_YDS8 mitochondrion, complete genome",Insecta,16245,False,False,True,False,False
2021,NC_016871,"Artibeus lituratus mitochondrion, complete genome",Mammalia,16709,False,False,True,False,False
2022,NC_052687,"Polygonia c-aureum mitochondrion, complete genome",Insecta,15208,False,False,True,False,False
2023,NC_015998,"Anaticola crassicornis mitochondrion, complete genome",Insecta,8118,False,False,True,False,False
2024,NC_058612,"Geoscapheus dilatatus isolate Goondiwindi mitochondrion, complete genome",Insecta,14764,False,False,True,False,False
2025,NC_010638,"Uncia uncia mitochondrion, complete genome",Mammalia,16773,False,False,True,False,False
2026,NC_024041,"Lepus townsendii haplotype tow mitochondrion, complete genome",Mammalia,17732,False,False,True,False,False
2027,NC_024270,"Samia canningi mitochondrion, complete genome",Insecta,15384,False,False,True,False,False
2028,NC_011304,"Rhinolophus formosae mitochondrion, complete genome",Mammalia,16915,False,False,True,False,False
2029,NC_006380,"Bos grunniens mitochondrion, complete genome",Mammalia,16323,False,False,True,False,False
2030,NC_008418,"Phocarctos hookeri mitochondrion, complete genome",Mammalia,16722,False,False,True,False,False
2031,NC_034739,"Lepilemur microdon isolate RANO234 mitochondrion, complete genome",Mammalia,17050,False,False,True,False,False
2032,OV281370,"Marasmarcha lunaedactyla genome assembly, organelle: mitochondrion",Insecta,16429,False,False,False,False,False
2033,NC_039103,"Proechimys semispinosus isolate MCZ10828 mitochondrion, complete genome",Mammalia,16826,False,False,True,False,False
2034,NC_044972,"Monachus monachus isolate MS2 mitochondrion, complete genome",Mammalia,16739,False,False,True,False,False
2035,NC_034718,"Lepilemur fleuretae isolate AND6.3 mitochondrion, complete genome",Mammalia,16879,False,False,True,False,False
2036,NC_012459,"Neuroctenus parus mitochondrion, complete genome",Insecta,15354,False,False,True,False,False
2037,NC_013847,"Gomphocerus licenti mitochondrion, complete genome",Insecta,15597,False,False,True,False,False
2038,NC_059702,"Euwallacea fornicatus mitochondrion, complete genome",Insecta,15745,False,False,True,False,False
2039,NC_039700,"Inflata indica mitochondrion, complete genome",Insecta,16150,False,False,True,False,False
2040,NC_027243,"Crocidura palawanensis voucher FMNH195992 mitochondrion, complete genome",Mammalia,15458,False,False,True,False,False
2041,NC_023965,"Allenopithecus nigroviridis mitochondrion, complete genome",Mammalia,16517,False,False,True,False,False
2042,NC_061963,"Hipposideros pomona mitochondrion, complete genome",Mammalia,16798,False,False,True,False,False
2043,NC_037135,"Lonchorhina aurita voucher Museum of Vertebrate Zoology at Berkeley, MVZ-185587 mitochondrion, complete genome",Mammalia,16661,False,False,True,False,False
2044,NC_046398,"Acropyga sauteri voucher ACR52 mitochondrion, complete genome",Insecta,16976,False,False,True,False,False
2045,NC_012462,"Riptortus pedestris mitochondrion, complete genome",Insecta,17191,False,False,True,False,False
2046,NC_032694,"Andraca theae mitochondrion, complete genome",Insecta,15737,False,False,True,False,False
2047,NC_034062,"Amitermes meridionalis mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
2048,NC_037205,"Tropidomantis tenera mitochondrion, complete genome",Insecta,15609,False,False,True,False,False
2049,NC_028571,"Euphractus sexcinctus voucher ISEM_T-1246 mitochondrion, complete genome",Mammalia,16602,False,False,True,False,False
2050,NC_037146,"Agramma hupehanum mitochondrion, complete genome",Insecta,15992,False,False,True,False,False
2051,NC_023467,"Orinhippus tibetanus mitochondrion, complete genome",Insecta,15611,False,False,True,False,False
2052,NC_036279,"Horatocera niponica voucher BMNH 900056 mitochondrion, complete genome",Insecta,16107,False,False,True,False,False
2053,NC_061604,"Achroia grisella mitochondrion, complete genome",Insecta,15368,False,False,True,False,False
2054,NC_046900,"Casinycteris campomaanensis voucher MNHN-ZM-2011-637 mitochondrion, complete genome",Mammalia,16630,False,False,True,False,False
2055,NC_019594,"Nabis apicalis mitochondrion, complete genome",Insecta,15588,False,False,True,False,False
2056,NC_034234,"Limenitis moltrechti voucher HM20160706 mitochondrion, complete genome",Insecta,15178,False,False,True,False,False
2057,NC_035309,"Hippotragus leucophaeus mitochondrion, complete genome",Mammalia,16505,False,False,True,False,False
2058,NC_053680,"Sarcophaga cetu voucher CSU19111925 mitochondrion, complete genome",Insecta,14944,False,False,True,False,False
2059,NC_023958,"Vulpes corsac mitochondrion, complete genome",Mammalia,16721,False,False,True,False,False
2060,NC_032303,"Sinopodisma tsinlingensis mitochondrion, complete genome",Insecta,15627,False,False,True,False,False
2061,NC_009748,"Chlorocebus tantalus mitochondrion, complete genome",Mammalia,16368,False,False,True,False,False
2062,NC_021940,"Avahi laniger mitochondrion, complete genome",Mammalia,16787,False,False,True,False,False
2063,NC_045900,"Suricata suricatta mitochondrion, complete genome",Mammalia,16914,False,False,True,False,False
2064,NC_038148,"Cacopsylla pyri mitochondrion, complete genome",Insecta,14886,False,False,True,False,False
2065,NC_017605,"Sarcophaga impatiens mitochondrion, complete genome",Insecta,15169,False,False,True,False,False
2066,NC_014574,"Culex quinquefasciatus mitochondrion, complete genome",Insecta,15587,False,False,True,False,False
2067,NC_025945,"Eucryptorhynchus brandti mitochondrion, complete genome",Insecta,15122,False,False,True,False,False
2068,NC_003033,"Ochotona collaris mitochondrion, complete genome",Mammalia,16968,False,False,True,False,False
2069,CM028122,"Anopheles vaneedeni isolate F659 mitochondrion, whole genome shotgun sequence",Insecta,15353,False,True,False,True,False
2070,NC_028541,"Limonius californicus mitochondrion, complete genome",Insecta,16467,False,False,True,False,False
2071,LR990255,"Limenitis camilla genome assembly, organelle: mitochondrion",Insecta,15177,False,False,False,False,False
2072,NC_041105,"Scopura longa mitochondrion, complete genome",Insecta,15798,False,False,True,False,False
2073,NC_039869,"Limenitis arthemis voucher 16LW03011 mitochondrion, complete genome",Insecta,15279,False,False,True,False,False
2074,OU795008,"Athalia rosae genome assembly, organelle: mitochondrion",Insecta,16349,False,False,False,False,False
2075,NC_037186,"Ochotona erythrotis mitochondrion, complete genome",Mammalia,16663,False,False,True,False,False
2076,NC_012817,"Laccotrephes robustus mitochondrion, complete genome",Insecta,15321,False,False,True,False,False
2077,NC_026088,"Megaladapis edwardsi mitochondrion, complete genome",Mammalia,16781,False,False,True,False,False
2078,NC_020662,"Anopheles albitarsis mitochondrion, complete genome",Insecta,15413,False,False,True,False,False
2079,NC_018539,"Rhinolophus luctus mitochondrion, complete genome",Mammalia,16775,False,False,True,False,False
2080,NC_011053,"Propithecus coquereli mitochondrion, complete genome",Mammalia,17104,False,False,True,False,False
2081,NC_042761,"Steno bredanensis voucher CRI008296 mitochondrion, complete genome",Mammalia,16386,False,False,True,False,False
2082,NC_047403,"Hydrotaea dentipes mitochondrion, complete genome",Insecta,16069,False,False,True,False,False
2083,NC_016169,"Trichocera bimacula mitochondrion, complete genome",Insecta,16140,False,False,True,False,False
2084,NC_018598,"Uropsilus sp. 1 FT-2014 mitochondrion, complete genome",Mammalia,16530,False,False,True,False,False
2085,NC_027683,"Meriones libycus mitochondrion, complete genome",Mammalia,16341,False,False,True,False,False
2086,NC_005271,"Balaenoptera acutorostrata mitochondrion, complete genome",Mammalia,16417,False,False,True,False,False
2087,NC_007976,"Coreana raphaelis mitochondrion, complete genome",Insecta,15314,False,False,True,False,False
2088,NC_034733,"Lepilemur ahmansoni isolate KIBO22 mitochondrion, complete genome",Mammalia,17179,False,False,True,False,False
2089,NC_052893,"Ochthebius deletus voucher IBE<ESP>:AN433 mitochondrion, complete genome",Insecta,16057,False,False,True,False,False
2090,OU342803,"Cerceris rybyensis genome assembly, organelle: mitochondrion",Insecta,16443,False,False,False,False,False
2091,NC_044096,"Serrognathus platymelus mitochondrion, complete genome",Insecta,16790,False,False,True,False,False
2092,NC_021957,"Nomascus leucogenys mitochondrion, complete genome",Mammalia,16478,False,False,True,False,False
2093,NC_034929,"Labiotermes labralis mitochondrion, complete genome",Insecta,15953,False,False,True,False,False
2094,NC_062179,"Artena dotata mitochondrion, complete genome",Insecta,15629,False,False,True,False,False
2095,NC_028613,"Tetartopeus terminatus mitochondrion, complete genome",Insecta,17652,False,False,True,False,False
2096,NC_041172,"Henosepilachna vigintioctopunctata mitochondrion, complete genome",Insecta,17057,False,False,True,False,False
2097,NC_006930,"Eubalaena australis mitochondrion, complete genome",Mammalia,16385,False,False,True,False,False
2098,NC_008491,"Muntiacus reevesi micrurus mitochondrion, complete genome",Mammalia,16353,False,False,True,False,False
2099,NC_020720,"Mazama gouazoupira isolate MRGsp2 mitochondrion, complete genome",Mammalia,16355,False,False,True,False,False
2100,NC_011322,"Sphaerius sp. BT0074 mitochondrion, complete genome",Insecta,15121,False,False,True,False,False
2101,CM004255,"Mus musculus strain C3H/HeJ mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16301,False,True,True,True,False
2102,LR990640,"Phalera bucephala genome assembly, organelle: mitochondrion",Insecta,15507,False,False,False,False,False
2103,OU745274,"Xestia c-nigrum genome assembly, organelle: mitochondrion",Insecta,15349,False,False,False,False,False
2104,NC_060867,"Cylindromyia intermedia mitochondrion, complete genome",Insecta,15114,False,False,True,False,False
2105,NC_038158,"Anopheles funestus isolate AF15KAPO-006 mitochondrion, complete genome",Insecta,15356,False,False,True,False,False
2106,NC_036268,"Amara communis voucher BMNH 677553 mitochondrion, complete genome",Insecta,15745,False,False,True,False,False
2107,NC_039861,"Chalinga pratti voucher 17LW02036 mitochondrion, complete genome",Insecta,15290,False,False,True,False,False
2108,NC_042876,"Altica cirsicola voucher NREA 2 mitochondrion, complete genome",Insecta,15864,False,False,True,False,False
2109,HG996561,"Rhagonycha fulva genome assembly, organelle: mitochondrion",Insecta,17688,False,False,False,False,False
2110,NC_019593,"Gorpis humeralis mitochondrion, complete genome",Insecta,18165,False,False,True,False,False
2111,NC_039447,"Histia rhodope mitochondrion, complete genome",Insecta,15209,False,False,True,False,False
2112,NC_053814,"Thallomys paedulcus voucher TM41047 mitochondrion, complete genome",Mammalia,16280,False,False,True,False,False
2113,NC_037512,"Aglaomorpha histrio mitochondrion, complete genome",Insecta,15472,False,False,True,False,False
2114,OU611935,"Harmonia axyridis genome assembly, organelle: mitochondrion",Insecta,19884,False,False,False,False,False
2115,NC_024399,"Lexias dirtea isolate N520 mitochondrion, complete genome",Insecta,15250,False,False,True,False,False
2116,NC_020770,"Anopheles farauti 4 isolate 7_10-11 mitochondrion, complete genome",Insecta,15412,False,False,True,False,False
2117,NC_020705,"Gazella dorcas isolate AWWP mitochondrion, complete genome",Mammalia,16432,False,False,True,False,False
2118,NC_023093,"Leptomyrmex pallens mitochondrion, complete genome",Insecta,15591,False,False,True,False,False
2119,CM033226,"Cervus canadensis isolate Bull #8, Minnesota mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16429,False,True,True,True,False
2120,NC_034676,"Burara striata voucher NVG-5270 mitochondrion, complete genome",Insecta,15327,False,False,True,False,False
2121,NC_051943,"Deporaus marginatus strain mangguoqieyexiangjia mitochondrion, complete genome",Insecta,16873,False,False,True,False,False
2122,NC_025933,"Glyphodes pyloalis mitochondrion, complete genome",Insecta,14960,False,False,True,False,False
2123,NC_052894,"Ochthebius glaber voucher MNCN:PA30 mitochondrion, complete genome",Insecta,16151,False,False,True,False,False
2124,NC_023780,"Ratufa bicolor mitochondrion, complete genome",Mammalia,16563,False,False,True,False,False
2125,NC_001788,"Equus asinus mitochondrion, complete genome",Mammalia,16670,False,False,True,False,False
2126,NC_019801,"Callicebus donacophilus mitochondrion, complete genome",Mammalia,16563,False,False,True,False,False
2127,NC_040931,"Myllocerinus aurolineatus mitochondrion, complete genome",Insecta,17762,False,False,True,False,False
2128,NC_037814,"Anopheles galvaoi clone PR19_2_101 mitochondrion, complete genome",Insecta,15420,False,False,True,False,False
2129,NC_059035,"Propsilocerus akamusi mitochondrion, complete genome",Insecta,16042,False,False,True,False,False
2130,NC_060822,"Satarupa nymphalis mitochondrion, complete genome",Insecta,15359,False,False,True,False,False
2131,NC_039872,"Athyma punctata voucher N1-1853 mitochondrion, complete genome",Insecta,15240,False,False,True,False,False
2132,NC_003321,"Tachyglossus aculeatus mitochondrion, complete genome",Mammalia,16360,False,False,True,False,False
2133,NC_022421,"Brachyphylla cavernarum mitochondrion, complete genome",Mammalia,16785,False,False,True,False,False
2134,NC_038114,"Apis nigrocincta mitochondrion, complete genome",Insecta,15855,False,False,True,False,False
2135,NC_064162,"Cacajao calvus ucayalii isolate FES101 voucher IDSM03679 mitochondrion, complete genome",Mammalia,16712,False,False,True,False,False
2136,NC_026702,"Tribolium confusum mitochondrion, complete genome",Insecta,15813,False,False,True,False,False
2137,NC_035315,"Meitanaphis elongallis mitochondrion, complete genome",Insecta,16191,False,False,True,False,False
2138,NC_004023,"Arctocephalus forsteri mitochondrion, complete genome",Mammalia,15413,False,False,True,False,False
2139,NC_063142,"Arocatus melanocephalus mitochondrion, complete genome",Insecta,15409,False,False,True,False,False
2140,NC_033353,"Pteronotus personatus mitochondrion, complete genome",Mammalia,16570,False,False,True,False,False
2141,NC_021960,"Saguinus oedipus mitochondrion, complete genome",Mammalia,16551,False,False,True,False,False
2142,OU975485,"Philereme vetulata genome assembly, organelle: mitochondrion",Insecta,16254,False,False,False,False,False
2143,NC_051865,"Chalcidica minea mitochondrion, complete genome",Insecta,15490,False,False,True,False,False
2144,NC_013272,"Halyomorpha halys mitochondrion, complete genome",Insecta,16518,False,False,True,False,False
2145,NC_042435,"Melamphaus faber mitochondrion, complete genome",Insecta,17250,False,False,True,False,False
2146,NC_034082,"Furculitermes soyeri mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
2147,NC_053695,"Casmara patrona mitochondrion, complete genome",Insecta,15393,False,False,True,False,False
2148,NC_057543,"Leconectes striatellus voucher IBE<ESP> RA327 mitochondrion, complete genome",Insecta,16324,False,False,True,False,False
2149,NC_049861,"Nylanderia flavipes mitochondrion, complete genome",Insecta,16687,False,False,True,False,False
2150,NC_011821,"Hydropotes inermis mitochondrion, complete genome",Mammalia,16355,False,False,True,False,False
2151,NC_034738,"Lepilemur hollandorum isolate NARA8.5 mitochondrion, complete genome",Mammalia,17018,False,False,True,False,False
2152,NC_036680,"Mus pahari mitochondrion, complete genome",Mammalia,16286,False,False,True,False,False
2153,NC_028204,"Cryptolestes pusillus mitochondrion, complete genome",Insecta,15502,False,False,True,False,False
2154,NC_008450,"Neofelis nebulosa mitochondrion, complete genome",Mammalia,16844,False,False,True,False,False
2155,NC_006295,"Bubalus carabanensis mitochondrion, complete genome",Mammalia,16359,False,False,True,False,False
2156,FR990041,"Hesperia comma genome assembly, organelle: mitochondrion",Insecta,17733,False,False,False,False,False
2157,NC_062177,"Asota plana mitochondrion, complete genome",Insecta,15421,False,False,True,False,False
2158,NC_039885,"Adelpha bredowii voucher N1-8842 mitochondrion, complete genome",Insecta,15187,False,False,True,False,False
2159,NC_005943,"Macaca mulatta mitochondrion, complete genome",Mammalia,16564,False,False,True,False,False
2160,NC_041083,"Liriomyza chinensis mitochondrion, complete genome",Insecta,16175,False,False,True,False,False
2161,NC_024532,"Danaus chrysippus voucher DC13 mitochondrion, complete genome",Insecta,15236,False,False,True,False,False
2162,NC_012920,"Homo sapiens mitochondrion, complete genome",Mammalia,16569,False,False,True,False,False
2163,NC_019581,"Trachypithecus shortridgei mitochondrion, complete genome",Mammalia,16529,False,False,True,False,False
2164,OV884055,"Catocala fraxini genome assembly, organelle: mitochondrion",Insecta,15627,False,False,False,False,False
2165,NC_013571,"Eothenomys chinensis mitochondrion, complete genome",Mammalia,16362,False,False,True,False,False
2166,NC_034293,"Curculio davidi mitochondrion, complete genome",Insecta,16852,False,False,True,False,False
2167,NC_034235,"Limenitis amphyssa voucher CM20160617 mitochondrion, complete genome",Insecta,15164,False,False,True,False,False
2168,NC_035572,"Sigmodon hispidus mitochondrion, complete genome",Mammalia,16394,False,False,True,False,False
2169,NC_059811,"Youtuus erythrus mitochondrion, complete genome",Insecta,15922,False,False,True,False,False
2170,NC_058606,"Nymphalis canace mitochondrion, complete genome",Insecta,15216,False,False,True,False,False
2171,NC_059808,"Bambusicaliscelis flavus mitochondrion, complete genome",Insecta,16053,False,False,True,False,False
2172,NC_042815,"Scotinophara lurida mitochondrion, complete genome",Insecta,15919,False,False,True,False,False
2173,NC_009969,"Tremarctos ornatus mitochondrion, complete genome",Mammalia,16766,False,False,True,False,False
2174,NC_060464,"Teratura megafurcula mitochondrion, complete sequence",Insecta,16633,False,False,True,False,False
2175,OW203774,"Leuctra nigra genome assembly, organelle: mitochondrion",Insecta,17593,False,False,False,False,False
2176,NC_019632,"Chrysomya bezziana mitochondrion, complete genome",Insecta,15236,False,False,True,False,False
2177,NC_034073,"Trichotermes ducis mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
2178,NC_006516,"Metachirus nudicaudatus mitochondrion, complete genome",Mammalia,15882,False,False,True,False,False
2179,NC_019617,"Niviventer excelsior mitochondrion, complete genome",Mammalia,16298,False,False,True,False,False
2180,NC_018595,"Cervus nippon sichuanicus mitochondrion, complete genome",Mammalia,16429,False,False,True,False,False
2181,NC_012838,"Nerthra indica mitochondrion, complete genome",Insecta,16079,False,False,True,False,False
2182,NC_036045,"Hycleus phaleratus mitochondrion, complete genome",Insecta,16003,False,False,True,False,False
2183,NC_034117,"Nasutitermes latifrons mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
2184,NC_061380,"Apis mellifera carnica mitochondrion, complete genome",Insecta,16447,False,False,True,False,False
2185,NC_014493,"Euphaea formosa mitochondrion, complete genome",Insecta,15700,False,False,True,False,False
2186,NC_005436,"Pipistrellus abramus mitochondrion, complete genome",Mammalia,16976,False,False,True,False,False
2187,NC_029244,"Papilio xuthus mitochondrion, complete genome",Insecta,15359,False,False,True,False,False
2188,NC_060726,"Psephenothrips eriobotryae mitochondrion, complete genome",Insecta,15413,False,False,True,False,False
2189,NC_061239,"Luxiaria mitorrhaphes mitochondrion, complete genome",Insecta,15340,False,False,True,False,False
2190,NC_039827,"Sarcophaga antilope mitochondrion, complete genome",Insecta,15196,False,False,True,False,False
2191,NC_020003,"Cydia pomonella mitochondrion, complete genome",Insecta,15253,False,False,True,False,False
2192,NC_060844,"Aphaenogaster japonica mitochondrion, complete genome",Insecta,18607,False,False,True,False,False
2193,NC_020009,"Papio papio mitochondrion, complete genome",Mammalia,16505,False,False,True,False,False
2194,NC_050891,"Trigonopterus carinirostris voucher ARC3221 mitochondrion, complete genome",Insecta,21007,False,False,True,False,False
2195,NC_056909,"Kaylathalia klovstadi mitochondrion, complete genome",Collembola,15485,False,False,True,False,False
2196,NC_062170,"Cleora fraterna mitochondrion, complete genome",Insecta,15513,False,False,True,False,False
2197,NC_018542,"Alulatettix yunnanensis mitochondrion, complete genome",Insecta,15104,False,False,True,False,False
2198,NC_058971,"Neojurtina typica voucher HEM037 mitochondrion, complete genome",Insecta,15739,False,False,True,False,False
2199,NC_037138,"Diphylla ecaudata voucher American Museum of Natural History, AMNH-M-261777 mitochondrion, complete genome",Mammalia,16618,False,False,True,False,False
2200,NC_057052,"Gryllus lineaticeps mitochondrion, complete genome",Insecta,15607,False,False,True,False,False
2201,OU785248,"Erebia ligea genome assembly, organelle: mitochondrion",Insecta,15196,False,False,False,False,False
2202,NC_014867,"Rattus fuscipes mitochondrion, complete genome",Mammalia,16301,False,False,True,False,False
2203,NC_060494,"Manis pentadactyla pentadactyla isolate MT27 mitochondrion, complete genome",Mammalia,16570,False,False,True,False,False
2204,NC_042417,"Aiolocaria hexaspilota mitochondrion, complete genome",Insecta,17549,False,False,True,False,False
2205,NC_002355,"Bombyx mori mitochondrion, complete genome",Insecta,15643,False,False,True,False,False
2206,NC_016427,"Myodes regulus mitochondrion, complete genome",Mammalia,16379,False,False,True,False,False
2207,NC_030016,"Coptotermes kalshoveni isolate SING80 mitochondrion, complete genome",Insecta,14888,False,False,True,False,False
2208,NC_020769,"Anopheles hinesorum isolate ESP039 mitochondrion, complete genome",Insecta,15336,False,False,True,False,False
2209,NC_026069,"Ariadne ariadne mitochondrion, complete genome",Insecta,15179,False,False,True,False,False
2210,NC_030363,"Libiocoris heissi mitochondrion, complete genome",Insecta,15168,False,False,True,False,False
2211,NC_053799,"Lemniscomys rosalia voucher USB_MOZ004 mitochondrion, complete genome",Mammalia,16254,False,False,True,False,False
2212,NC_005829,"Rhyncholestes raphanurus mitochondrion, complete genome",Mammalia,16727,False,False,True,False,False
2213,NC_030248,"Anopheles homunculus isolate BA22_32, LabID 5_86 mitochondrion, complete genome",Insecta,15739,False,False,True,False,False
2214,CM027722,"Equus asinus breed Dezhou mitochondrion, whole genome shotgun sequence",Mammalia,16680,False,True,False,True,False
2215,NC_054267,"Cerace xanthocosma mitochondrion, complete genome",Insecta,15344,False,False,True,False,False
2216,NC_059036,"Propsilocerus paradoxus mitochondrion, complete genome",Insecta,16172,False,False,True,False,False
2217,NC_060502,"Drosophila bocqueti mitochondrion, complete genome",Insecta,16019,False,False,True,False,False
2218,CM025140,"Canis lupus familiaris isolate SID07034 breed Labrador retriever mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16729,False,True,True,True,False
2219,NC_039874,"Litinga mimica voucher N1-3611 mitochondrion, complete genome",Insecta,15183,False,False,True,False,False
2220,NC_058200,"Conaspidia wangi mitochondrion, complete genome",Insecta,15924,False,False,True,False,False
2221,CM010582,"Drosophila melanogaster strain A7 mitochondrion, complete sequence, whole genome shotgun sequence",Insecta,18584,False,True,True,True,False
2222,NC_049124,"Phytomia zonata mitochondrion, complete genome",Insecta,15716,False,False,True,False,False
2223,NC_034054,"Macrotermes vitrialatus mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
2224,NC_058251,"Bactrothrips quadrituberculatus mitochondrion, complete genome",Insecta,14829,False,False,True,False,False
2225,NC_060736,"Scarites subterraneus strain arkansensis mitochondrion, complete genome",Insecta,16163,False,False,True,False,False
2226,NC_037742,"Tessaratoma papillosa mitochondrion, complete genome",Insecta,15565,False,False,True,False,False
2227,NC_021958,"Nycticebus bengalensis mitochondrion, complete genome",Mammalia,16735,False,False,True,False,False
2228,NC_025586,"Callithrix jacchus mitochondrion, complete genome",Mammalia,16499,False,False,True,False,False
2229,NC_037375,"Neolethaeus assamensis mitochondrion, complete genome",Insecta,15067,False,False,True,False,False
2230,NC_034041,"Crepititermes verruculosus mitochondrion, complete genome",Insecta,14950,False,False,True,False,False
2231,NC_059860,"Amphinemura wui mitochondrion, complete genome",Insecta,15783,False,False,True,False,False
2232,NC_038135,"Freysuila caesalpiniae mitochondrion, complete genome",Insecta,15327,False,False,True,False,False
2233,CM003502,"Homo sapiens isolate CHM1 mitochondrion, complete sequence, whole genome shotgun sequence",Mammalia,16569,False,True,True,True,False
2234,NC_050880,"Subclytia rotundiventris voucher BFU14C6-5 mitochondrion, complete genome",Insecta,15574,False,False,True,False,False
2235,NC_060717,"Karenia caelatata voucher Karenia Caelatata mitochondrion, complete genome",Insecta,14960,False,False,True,False,False
2236,NC_033348,"Simulium variegatum mitochondrion, complete genome",Insecta,15367,False,False,True,False,False
2237,NC_051942,"Chrysocoris stollii strain zilidunchun mitochondrion, complete genome",Insecta,15766,False,False,True,False,False
2238,NC_039716,"Ephestia elutella mitochondrion, complete genome",Insecta,15346,False,False,True,False,False
2239,NC_060823,"Tagiades menaka mitochondrion, complete genome",Insecta,15294,False,False,True,False,False
2240,NC_009747,"Chlorocebus pygerythrus mitochondrion, complete genome",Mammalia,16343,False,False,True,False,False
2241,NC_030214,"Diaphorina citri mitochondrion, complete genome",Insecta,14996,False,False,True,False,False
2242,NC_045886,"Notonecta montandoni mitochondrion, complete genome",Insecta,15150,False,False,True,False,False
2243,NC_061950,"Illeis bistigmosa mitochondrion, complete genome",Insecta,17840,False,False,True,False,False
2244,OW121859,"Platycnemis pennipes genome assembly, organelle: mitochondrion",Insecta,15420,False,False,False,False,False
2245,NC_035609,"Phaner parienti isolate TAFO6.11 mitochondrion, complete genome",Mammalia,16626,False,False,True,False,False
2246,NC_034795,"Trachypithecus poliocephalus mitochondrion, complete genome",Mammalia,16556,False,False,True,False,False
2247,NC_028299,"Profelis aurata isolate PAU mitochondrion, complete genome",Mammalia,16826,False,False,True,False,False
2248,NC_003322,"Vombatus ursinus mitochondrion, complete genome",Mammalia,16996,False,False,True,False,False
2249,NC_030179,"Capricornis sp. YZ-2016 mitochondrion, complete genome",Mammalia,16441,False,False,True,False,False
2250,NC_058966,"Dalcantha dilatata voucher HEM059 mitochondrion, complete genome",Insecta,15555,False,False,True,False,False
